"stationname","month","year","aver_co","aver_o3","aver_pm10","aver_pm25","avg_temp","avg_wind"
Bitola1,3.0,2019.0,0.36642335766423356,50.53991291727141,37.32656023222061,,,
Bitola1,4.0,2015.0,0.07786259541984733,74.31603053435114,39.503852080123266,,13.43721036585366,2.1255792682926824
Bitola1,4.0,2017.0,0.06824925816023739,57.63189269746647,33.311572700296736,,8.105633802816902,1.767605633802817
Bitola1,4.0,2018.0,1.4577572964669738,62.58849557522124,32.95331325301205,,,
Bitola1,4.0,2019.0,0.10378681626928471,12.178025034770515,34.76429567642957,,,
Bitola1,5.0,2015.0,0.2248062015503876,71.6,30.687402799377917,,19.945516178736515,1.9364406779661016
Bitola1,5.0,2017.0,0.0,62.374830852503386,28.874154262516914,,12.475806451612904,1.8991935483870968
Bitola1,5.0,2018.0,0.040875912408759124,60.21637426900585,25.686131386861312,,,
Bitola1,5.0,2019.0,0.4711033274956217,22.338568935427574,22.260105448154658,,,
Bitola1,6.0,2015.0,0.01669195751138088,74.29742033383916,21.857142857142858,,22.600303490136564,1.9035053110773898
Bitola1,6.0,2016.0,4.2175641025641015,62.52897058823528,40.98677500000001,45.40068181818181,17.667970467032966,1.8430700549450547
Bitola1,6.0,2017.0,0.0,68.02806499261447,36.7900466562986,,19.372315592903828,1.473389355742297
Bitola1,6.0,2018.0,0.3755020080321285,65.53481012658227,16.485436893203882,,,
Bitola1,6.0,2019.0,0.0,59.4066091954023,35.617511520737324,,,
Bitola1,7.0,2015.0,0.3393665158371041,79.88838612368023,32.5404984423676,,27.88634361233481,1.7582232011747425
Bitola1,7.0,2016.0,3.8833112582781455,70.12874622356493,47.20595975232199,16.112752613240414,17.4813990960896,1.674562782471999
Bitola1,7.0,2017.0,,74.29575402635432,33.713656387665196,,22.143063583815028,1.5679190751445087
Bitola1,7.0,2018.0,,68.10215053763442,33.825268817204304,,,
Bitola1,7.0,2019.0,0.008547008547008548,63.61081081081081,43.10227272727273,,,
Bitola1,8.0,2015.0,2.418032786885246,76.50626959247649,63.8597972972973,,23.872043681747265,1.40204368174727
Bitola1,8.0,2016.0,0.41981220657277,71.15136176066027,56.96616071428574,40.04399556868541,17.715029963270823,1.5095051227527554
Bitola1,8.0,2017.0,,77.36289222373806,41.280437756497946,,22.495257452574524,1.6070460704607046
Bitola1,8.0,2018.0,,60.920937042459734,37.49266862170088,,,
Bitola1,8.0,2019.0,0.1140215716486903,67.53525179856115,,,,
Bitola1,9.0,2015.0,,61.4392523364486,29.553459119496857,,17.45391084093211,1.7440780141843963
Bitola1,9.0,2016.0,1.0060153583617744,54.55893353941269,33.4596153846154,10.770554123711339,14.061304631441626,1.4673342030876275
Bitola1,9.0,2017.0,,60.03534609720177,31.547337278106507,,17.942577030812323,1.5924369747899159
Bitola1,9.0,2018.0,,64.64206128133705,40.35880398671096,,,
Bitola1,9.0,2019.0,0.7113594040968343,46.55591572123177,,,,
Bitola1,10.0,2015.0,,40.101576182136604,34.09666080843585,,10.684829931972793,1.8322278911564625
Bitola1,10.0,2016.0,0.8238969404186784,42.17869218500796,18.362755555555555,16.02613636363636,10.20496012759171,1.7756778309409897
Bitola1,10.0,2017.0,,44.387533875338754,36.333333333333336,,12.084677419354838,1.396505376344086
Bitola1,10.0,2018.0,,45.79838709677419,51.26209677419355,,,
Bitola1,10.0,2019.0,0.593103448275862,22.44535519125683,,,,
Bitola1,11.0,2015.0,,32.510971786833856,82.0570987654321,,7.1839724238026115,1.5799999999999998
Bitola1,11.0,2016.0,1.113769338959212,31.281451612903222,80.14249999999998,,4.724769874476987,1.9878661087866119
Bitola1,11.0,2017.0,,33.99295774647887,66.16338028169014,,7.048951048951049,1.6349650349650349
Bitola1,11.0,2018.0,,29.06,72.27753934191702,,,
Bitola1,11.0,2019.0,0.21285140562248997,22.445945945945947,,,,
Bitola1,12.0,2015.0,,25.819182389937108,124.896813353566,,1.5475977175463629,1.2410699001426544
Bitola1,12.0,2016.0,1.482849389416553,33.02497964721846,111.63157394843962,47.1143923611111,-2.216363636363638,1.672632293080054
Bitola1,12.0,2017.0,,41.01502732240437,52.631650750341066,,3.597560975609756,1.853658536585366
Bitola1,12.0,2018.0,0.5694444444444444,28.108870967741936,91.06064690026955,,,
Bitola2,1.0,2015.0,4.330484330484331,41.841628959276015,175.59142212189616,,6.411489361702127,2.007872340425532
Bitola2,1.0,2016.0,,,62.86,,-10.82,0.46
Bitola2,1.0,2017.0,2.5188953488372094,37.72309899569584,161.58142857142857,,-6.080168776371308,1.720112517580872
Bitola2,1.0,2018.0,1.5926449787835926,22.526166902404526,91.11456859971712,74.995756718529,,
Bitola2,1.0,2019.0,3.5741239892183287,22.337381916329285,122.39112903225806,118.33781965006729,,
Bitola2,2.0,2015.0,1.471169686985173,56.68057784911718,87.40128410914927,,4.939631410256414,1.9913621794871808
Bitola2,2.0,2017.0,1.4955752212389382,46.24071082390953,100.93053311793214,,2.2379518072289155,1.6671686746987953
Bitola2,2.0,2018.0,0.9535603715170279,36.6578947368421,51.252321981424146,41.40402476780186,,
Bitola2,2.0,2019.0,0.47540983606557374,37.746646795827125,60.89418777943368,42.804769001490314,,
Bitola2,3.0,2015.0,1.225705329153605,63.09561128526646,57.03291536050157,,7.69606557377049,2.0782563338301046
Bitola2,3.0,2017.0,0.6029900332225914,71.45681063122923,47.998338870431894,,6.156462585034014,2.0421768707482992
Bitola2,3.0,2018.0,0.8340192043895748,52.1522633744856,45.12208504801097,29.86968449931413,,
Bitola2,3.0,2019.0,0.25105782792665726,49.88494318181818,35.12643678160919,23.327635327635328,,
Bitola2,4.0,2015.0,0.8351145038167939,86.4793893129771,42.5045871559633,,13.420578386605783,2.12267884322679
Bitola2,4.0,2017.0,0.32164634146341464,75.34908536585365,43.105182926829265,,8.105633802816902,1.7647887323943663
Bitola2,4.0,2018.0,0.150093808630394,58.65492957746479,41.33614627285513,18.11549295774648,,
Bitola2,4.0,2019.0,0.11126564673157163,56.210306406685234,0.0,0.0,,
Bitola2,5.0,2015.0,1.0145348837209303,86.32558139534883,42.299418604651166,,19.9451001540832,1.9361633281972264
Bitola2,5.0,2017.0,0.13361462728551335,83.3648393194707,43.94153225806452,,12.473118279569892,1.8991935483870968
Bitola2,5.0,2018.0,0.050073637702503684,57.90163934426229,28.523224043715846,14.760601915184678,,
Bitola2,5.0,2019.0,0.02613240418118467,57.135652173913044,0.0,0.0,,
Bitola2,6.0,2015.0,,92.01495726495726,21.363247863247864,,22.60054628224582,1.9024734446130498
Bitola2,6.0,2016.0,0.47012224938875313,72.39658536585368,40.52163814180929,61.86381516587677,17.54993818681319,1.8164182692307689
Bitola2,6.0,2017.0,0.6086956521739131,88.85034013605443,,,19.413986013986015,1.476923076923077
Bitola2,6.0,2018.0,0.008875739644970414,39.706647398843934,24.410404624277458,12.559248554913294,,
Bitola2,6.0,2019.0,0.016830294530154277,62.35203366058906,0.0,0.0,,
Bitola2,7.0,2015.0,,96.78883861236802,27.763993948562785,,27.88726872246697,1.7582966226138026
Bitola2,7.0,2016.0,0.2880480480480479,84.61162162162158,41.29036036036039,26.83947791164658,17.42554922381607,1.6761721359795643
Bitola2,7.0,2017.0,,,,,22.148843930635838,1.569364161849711
Bitola2,7.0,2018.0,0.010752688172043012,67.33870967741936,24.668010752688172,13.446236559139784,,
Bitola2,7.0,2019.0,0.01349527665317139,67.33198380566802,,,,
Bitola2,8.0,2015.0,0.11345646437994723,87.99685039370078,99.99137931034483,,23.877441497659905,1.40210608424337
Bitola2,8.0,2016.0,0.2253147877013175,84.01917355371897,30.42610192837465,2.7573170731707317,17.69598685482312,1.5117378697081005
Bitola2,8.0,2017.0,0.05120481927710843,78.85531914893618,34.30196629213483,17.44241573033708,22.493224932249323,1.6077235772357723
Bitola2,8.0,2018.0,0.0029282576866764276,58.43191800878477,28.232796486090777,16.613469985358712,,
Bitola2,8.0,2019.0,0.006868131868131868,68.26647966339411,,,,
Bitola2,9.0,2015.0,0.5101721439749609,71.403125,33.85199240986717,,17.454321175278622,1.743971631205673
Bitola2,9.0,2016.0,2.296763285024155,55.793343848580434,33.051129943502815,9.056721470019339,14.046560121765605,1.4717047184170469
Bitola2,9.0,2017.0,0.039660056657223795,59.57342657342657,24.703496503496503,12.834965034965036,17.94389901823282,1.5904628330995791
Bitola2,9.0,2018.0,0.09596662030598054,66.06258692628651,25.057425742574257,14.386138613861386,,
Bitola2,9.0,2019.0,0.11774193548387096,57.8657937806874,18.30263157894737,9.53012048192771,,
Bitola2,10.0,2015.0,1.2256944444444444,43.64705882352941,38.751295336787564,,10.67801020408163,1.8338775510204088
Bitola2,10.0,2016.0,0.5931100478468898,44.31071770334927,35.61205741626795,31.45349514563107,10.204641148325358,1.776251993620415
Bitola2,10.0,2017.0,0.23004059539918809,41.0554054054054,32.83378378378379,19.456756756756757,12.083445491251682,1.3970390309555856
Bitola2,10.0,2018.0,0.8924731182795699,39.63978494623656,43.833333333333336,23.083333333333332,,
Bitola2,10.0,2019.0,0.4057377049180328,25.69209809264305,34.51229508196721,19.14870395634379,,
Bitola2,11.0,2015.0,1.5472560975609757,38.40219092331768,75.1723076923077,,7.183769230769231,1.5799854862119016
Bitola2,11.0,2016.0,0.8495757575757575,41.40471947194719,90.16986776859507,,4.7141782729805,1.9875348189415039
Bitola2,11.0,2017.0,1.3309957924263676,24.416549789621318,65.35904628330997,52.166900420757365,7.05034965034965,1.6349650349650349
Bitola2,11.0,2018.0,2.6905109489051093,25.040875912408758,70.61604584527221,60.80515759312321,,
Bitola2,11.0,2019.0,0.6745762711864407,24.836734693877553,32.68493150684932,22.289115646258505,,
Bitola2,12.0,2015.0,2.3955696202531644,28.794992175273865,147.6817496229261,,1.5473162149310515,1.241295292439373
Bitola2,12.0,2016.0,2.295975443383355,38.33791044776117,122.37040705563095,26.30599303135888,-2.214016282225237,1.672957937584803
Bitola2,12.0,2017.0,1.4265734265734267,31.553846153846155,71.98041958041958,58.53986013986014,3.592391304347826,1.8519021739130435
Bitola2,12.0,2018.0,2.5282758620689654,20.35483870967742,83.57123655913979,72.17069892473118,,
BitolaStrelishtePulse,2.0,2019.0,,,31.027649769585253,24.0752688172043,,
BitolaStrelishtePulse,3.0,2019.0,,,18.14343707713126,14.719891745602165,,
BitolaStrelishtePulse,4.0,2019.0,,,10.1625,8.259722222222223,,
BitolaStrelishtePulse,5.0,2019.0,,,5.001347708894879,4.227762803234501,,
BitolaStrelishtePulse,6.0,2019.0,,,5.670623145400594,4.700296735905044,,
BitolaStrelishtePulse,7.0,2019.0,,,6.099861303744799,5.289875173370319,,
BitolaStrelishtePulse,8.0,2019.0,,,7.171428571428572,6.190476190476191,,
BitolaStrelishtePulse,9.0,2019.0,,,8.234132581100141,6.778561354019746,,
BitolaStrelishtePulse,10.0,2019.0,,,5.973421926910299,5.083056478405315,,
BitolaStrelishtePulse,11.0,2019.0,,,16.858823529411765,14.544378698224852,,
BitolaZooloshkaPulse,2.0,2019.0,,,29.85099846390169,21.717357910906298,,
BitolaZooloshkaPulse,3.0,2019.0,,,14.158322056833558,10.824086603518268,,
BitolaZooloshkaPulse,4.0,2019.0,,,10.518055555555556,7.768055555555556,,
BitolaZooloshkaPulse,5.0,2019.0,,,4.010781671159029,2.9231805929919137,,
BitolaZooloshkaPulse,6.0,2019.0,,,7.372340425531915,4.914893617021277,,
BitolaZooloshkaPulse,7.0,2019.0,,,8.453900709219859,6.700709219858156,,
BitolaZooloshkaPulse,8.0,2019.0,,,9.579967689822293,7.733441033925686,,
BitolaZooloshkaPulse,9.0,2019.0,,,11.045911047345768,8.604017216642754,,
BitolaZooloshkaPulse,10.0,2019.0,,,9.52,7.234113712374582,,
BitolaZooloshkaPulse,11.0,2019.0,,,13.438423645320198,9.665,,
Centar,1.0,2015.0,1.6856330014224752,15.566951566951566,153.06428571428572,57.76571428571429,4.3917553191489365,2.419946808510638
Centar,1.0,2016.0,,,75.11,,-9.57,1.0
Centar,1.0,2017.0,,19.57867132867133,147.4796992481203,95.79968944099379,-6.565642458100559,1.7169459962756055
Centar,1.0,2018.0,,14.938253012048193,97.91741741741741,52.4024024024024,,
Centar,1.0,2019.0,0.0,0.0,103.52567567567567,47.02162162162162,,
Centar,2.0,2015.0,0.7147435897435898,22.82051282051282,72.32051282051282,22.770833333333332,6.158621794871788,2.110587606837605
Centar,2.0,2017.0,,21.398162327718225,97.68982229402262,83.87614678899082,2.962574850299401,1.4550898203592815
Centar,2.0,2018.0,,24.061728395061728,54.06870229007634,25.83206106870229,,
Centar,2.0,2019.0,0.0,0.0,57.76900149031297,43.43368107302533,,
Centar,3.0,2015.0,0.2958579881656805,33.946745562130175,41.900887573964496,14.266272189349113,7.158725637181408,2.381409295352326
Centar,3.0,2017.0,,54.450210378681625,44.14305750350631,33.1851332398317,8.923705722070844,2.3419618528610355
Centar,3.0,2018.0,,35.306740027510315,45.34610123119015,20.132694938440494,,
Centar,3.0,2019.0,0.0,0.0,42.984308131241086,36.77857142857143,,
Centar,4.0,2015.0,0.0861244019138756,52.27215189873418,34.4525,21.559875583203734,13.57155251141552,2.5946575342465756
Centar,4.0,2017.0,,56.26829268292683,30.374223602484474,23.614916286149164,10.246478873239436,1.9985915492957746
Centar,4.0,2018.0,,47.701492537313435,39.777934936350775,24.974540311173975,,
Centar,4.0,2019.0,0.0,0.0,32.491643454039,29.133518776077885,,
Centar,5.0,2015.0,0.33649289099526064,48.89415481832543,34.63507109004739,25.063191153238545,21.580415384615392,2.000261538461539
Centar,5.0,2017.0,,50.55612244897959,28.468013468013467,18.734006734006734,15.150740242261104,1.9246298788694483
Centar,5.0,2018.0,,50.73410404624278,31.829846582984658,20.08089260808926,,
Centar,5.0,2019.0,0.0,0.0,25.330434782608695,21.516521739130436,,
Centar,6.0,2015.0,0.5666003976143141,56.676898222940224,28.50315457413249,22.72082018927445,23.1063884673748,2.3465402124430965
Centar,6.0,2016.0,38.698193146417445,50.81087431693988,41.32325549450551,14.733962765957445,19.089883241758237,1.80345467032967
Centar,6.0,2017.0,,64.91754122938531,30.789712556732223,20.071428571428573,21.665266106442576,1.6596638655462186
Centar,6.0,2018.0,,51.89343065693431,31.118243243243242,18.107717041800644,,
Centar,6.0,2019.0,0.0,0.0,30.685834502103788,26.535764375876578,,
Centar,7.0,2015.0,8.835526315789474,69.92821368948248,33.791461412151065,26.62889983579639,28.32403817914833,2.117312775330397
Centar,7.0,2016.0,16.226356770833338,59.25552772808589,35.85218411552346,16.365611390284755,18.922435318006162,2.0431908691949934
Centar,7.0,2017.0,,75.6112,32.28389154704944,21.802232854864435,24.698986975397975,1.837916063675832
Centar,7.0,2018.0,,100.84581497797357,48.440528634361236,26.44421906693712,,
Centar,7.0,2019.0,,,27.433085501858734,51.84,,
Centar,8.0,2015.0,,58.55924170616114,34.124605678233436,24.698738170347003,24.840358814352573,1.5618408736349452
Centar,8.0,2016.0,21.019473684210528,57.346984352773816,34.11760660247592,9.533884297520666,19.017510148849794,2.080313164508021
Centar,8.0,2017.0,,61.63451086956522,34.494565217391305,22.870923913043477,25.702956989247312,1.799731182795699
Centar,8.0,2018.0,,,31.585651537335284,21.48830409356725,,
Centar,8.0,2019.0,,,35.306179775280896,,,
Centar,9.0,2015.0,,36.26981450252951,258.6230936819172,26.27563025210084,18.901216818642336,2.0700805471124624
Centar,9.0,2016.0,30.634373716632446,33.12447916666667,42.938140350877205,15.502221283783792,15.810956729723845,1.575527288540988
Centar,9.0,2017.0,,53.41620111731844,31.58659217877095,22.498603351955307,19.401960784313726,1.4803921568627452
Centar,9.0,2018.0,,,35.71489971346705,25.558739255014327,,
Centar,9.0,2019.0,,,36.15472312703583,23.969620253164557,,
Centar,10.0,2015.0,,15.776801405975396,57.66201117318436,36.304728546409805,11.723743589743584,1.9604017094017088
Centar,10.0,2016.0,9.870797101449273,13.849014539579958,49.76920967741934,32.10552795031056,10.762987220447295,1.807539936102238
Centar,10.0,2017.0,,30.344055944055945,39.51536312849162,26.216783216783217,12.773889636608345,1.5746971736204576
Centar,10.0,2018.0,,,48.13575268817204,28.458333333333332,,
Centar,10.0,2019.0,,,53.339261285909714,32.09178082191781,,
Centar,11.0,2015.0,,6.517184942716858,104.64895330112721,67.94991922455573,8.292206095791002,1.6484155781325585
Centar,11.0,2016.0,,9.414277699859747,87.74287921348315,47.40964887640448,5.469972067039109,1.8580586592178763
Centar,11.0,2017.0,,10.712,69.66473149492018,46.44847605224964,7.381818181818182,1.2685314685314686
Centar,11.0,2018.0,,,68.63857142857142,32.73,,
Centar,11.0,2019.0,,,36.27457627118644,17.304794520547944,,
Centar,12.0,2015.0,,4.887603305785124,190.37745098039215,117.93617021276596,3.0506353276353306,1.4342575973409302
Centar,12.0,2016.0,14.306208133971284,9.813031767955797,141.213524137931,51.26865853658535,-1.1328048780487805,1.8831436314363144
Centar,12.0,2017.0,,14.67485549132948,92.86779184247538,56.29676511954993,3.446693657219973,1.6558704453441295
Centar,12.0,2018.0,,,104.69354838709677,36.55510752688172,,
Crnice,1.0,2019.0,,,92.01478494623656,45.83064516129032,,
Crnice,2.0,2019.0,,,48.25975975975976,22.822822822822822,,
Crnice,3.0,2019.0,,,26.893243243243244,13.252702702702702,,
Crnice,4.0,2019.0,,,16.09861111111111,8.275,,
Crnice,5.0,2019.0,,,8.070080862533693,4.491913746630728,,
Crnice,6.0,2019.0,,,9.915254237288135,5.570621468926554,,
Crnice,7.0,2018.0,,,16.88757396449704,13.36875,,
Crnice,7.0,2019.0,,,8.616216216216216,5.175913396481732,,
Crnice,8.0,2018.0,,,11.889795918367346,9.365986394557822,,
Crnice,8.0,2019.0,,,8.788770053475936,5.449197860962567,,
Crnice,9.0,2018.0,,,8.629166666666666,5.5472222222222225,,
Crnice,9.0,2019.0,,,,,,
Crnice,10.0,2018.0,,,12.299731182795698,8.001344086021506,,
Crnice,10.0,2019.0,,,,,,
Crnice,11.0,2018.0,,,20.300279329608937,13.53491620111732,,
Crnice,11.0,2019.0,,,19.298932384341636,10.441281138790035,,
Crnice,12.0,2018.0,,,27.905913978494624,19.502688172043012,,
Dracevo,1.0,2019.0,,,130.372311827957,93.59677419354838,,
Dracevo,2.0,2019.0,,,45.6006006006006,34.786786786786784,,
Dracevo,3.0,2019.0,,,26.987837837837837,22.46891891891892,,
Dracevo,4.0,2019.0,,,17.020833333333332,14.36111111111111,,
Dracevo,5.0,2019.0,,,8.304582210242588,7.262803234501348,,
Dracevo,6.0,2019.0,,,9.684813753581661,8.455587392550143,,
Dracevo,7.0,2018.0,,,16.0251572327044,14.641509433962264,,
Dracevo,7.0,2019.0,,,8.876203576341128,7.801925722145804,,
Dracevo,8.0,2018.0,,,14.314285714285715,12.779591836734694,,
Dracevo,8.0,2019.0,,,9.207650273224044,8.210382513661202,,
Dracevo,9.0,2018.0,,,17.07638888888889,14.180555555555555,,
Dracevo,9.0,2019.0,,,11.190265486725664,9.575221238938052,,
Dracevo,10.0,2018.0,,,20.197580645161292,17.677419354838708,,
Dracevo,10.0,2019.0,,,24.47093023255814,20.88372093023256,,
Dracevo,11.0,2018.0,,,46.574022346368714,39.814245810055866,,
Dracevo,11.0,2019.0,,,20.014134275618375,16.872791519434628,,
Dracevo,12.0,2018.0,,,94.60752688172043,67.92204301075269,,
Fontana,1.0,2019.0,,,88.0497311827957,59.72043010752688,,
Fontana,2.0,2019.0,,,32.16516516516516,23.234234234234233,,
Fontana,3.0,2019.0,,,19.527740189445197,15.571041948579161,,
Fontana,4.0,2019.0,,,13.786111111111111,11.16388888888889,,
Fontana,5.0,2019.0,,,8.971698113207546,7.568733153638814,,
Fontana,6.0,2019.0,,,10.967836257309942,9.546783625730994,,
Fontana,7.0,2019.0,,,8.86468200270636,7.867208672086721,,
Fontana,8.0,2019.0,,,9.28808864265928,8.17590027700831,,
Fontana,9.0,2019.0,,,12.758928571428571,10.974702380952381,,
Fontana,10.0,2019.0,,,23.0418410041841,18.644351464435147,,
Fontana,11.0,2018.0,,,32.98845265588915,25.528868360277137,,
Fontana,11.0,2019.0,,,17.625,14.35472972972973,,
Fontana,12.0,2018.0,,,71.68682795698925,48.92607526881721,,
GaziBaba,1.0,2015.0,2.943100995732575,,209.33618233618233,,4.391755319148936,2.419946808510638
GaziBaba,1.0,2016.0,,,136.52,,-9.57,1.0
GaziBaba,1.0,2017.0,1.417785234899329,,194.71448863636363,,-6.57703081232493,1.718487394957983
GaziBaba,1.0,2018.0,1.1575456053067994,,124.86422018348624,71.8256880733945,,
GaziBaba,1.0,2019.0,1.5743243243243243,,0.0,,,
GaziBaba,2.0,2015.0,1.45750452079566,,89.4737793851718,,6.1586217948718,2.1105876068376097
GaziBaba,2.0,2017.0,2.0404191616766467,,144.59580838323353,,2.962574850299401,1.4550898203592815
GaziBaba,2.0,2018.0,0.4353369763205829,,58.6256,,,
GaziBaba,2.0,2019.0,0.5961251862891207,,0.0,,,
GaziBaba,3.0,2015.0,0.9331352154531947,,52.85438335809807,,7.158725637181409,2.3814092953523245
GaziBaba,3.0,2017.0,1.108695652173913,,57.30166666666667,,8.923705722070844,2.3419618528610355
GaziBaba,3.0,2018.0,0.40894568690095845,,47.00898203592814,,,
GaziBaba,3.0,2019.0,0.8355359765051396,,0.0,,,
GaziBaba,4.0,2015.0,0.46904024767801855,,42.343653250774,,13.571552511415522,2.5946575342465774
GaziBaba,4.0,2017.0,0.0,,40.71752265861027,,10.25753745318352,2.0017088014981272
